20	7.15843E-06	2.72721E-06
40	1.56231	0.035452
60	0.151995667	0.0035344
80	0.4502738	0.01478152
100	0.000797777	0.000277221
120	0.992239067	0.030846187
140	0.002646481	0.000797978
160	0.240197533	0.008717493
180	0.018058433	0.003529413
200	0.01374584	0.003194512
220	0.014226807	0.003315059
240	0.05183094	0.006060752
260	0.0180146	0.00425292
280	0.035471387	0.005439683
300	0.03612348	0.008313424
320	0.03381508	0.007586784
340	0.03189332	0.006990496
360	0.03026352	0.006490896
380	0.028867313	0.006066437
400	0.027666973	0.005702765
420	0.026635507	0.005389539
440	0.025751547	0.005118971
460	0.0249968	0.00488484
480	0.02435526	0.004681928
500	0.023812893	0.004505901
520	0.023357433	0.004353013
540	0.02297826	0.004220248
560	0.022666173	0.004104685
580	0.022413213	0.004025803
600	0.02221244	0.003965288
620	0.022057773	0.003914155
640	0.021943927	0.003870885
660	0.021866113	0.003834203
680	0.0218201	0.00380284
700	0.02180212	0.003775784
720	0.0218087	0.00375212
740	0.021836807	0.003730901
760	0.02188358	0.003711616
780	0.02194648	0.003693376
800	0.022023133	0.003675827
820	0.02211144	0.003658328
840	0.02220942	0.003640584
860	0.022315293	0.003622139
880	0.02242738	0.003602736
900	0.0225442	0.00358208
920	0.02266434	0.003560008
940	0.022786553	0.003536211
960	0.02290964	0.003510688
980	0.02303254	0.003483128
1000	0.023154313	0.003453603
1020	0.02327398	0.003421936
1040	0.023390787	0.003388157
1060	0.023503947	0.003352189
1080	0.023612747	0.003313989
1100	0.023716653	0.003273611
1120	0.023815033	0.003231027
1140	0.023907413	0.003186283
1160	0.0239933	0.00313948
1180	0.02407232	0.003090504
1200	0.024144093	0.003039579
1220	0.024208307	0.002986581
1240	0.024264647	0.002931789
1260	0.02431292	0.002875144
1280	0.02435286	0.002816752
1300	0.02438432	0.002756704
1320	0.024407133	0.002694947
1340	0.024421193	0.002631819
1360	0.024426393	0.002567299
1380	0.024422667	0.002501453
1400	0.024410013	0.002434443
1420	0.024388333	0.002366227
1440	0.024357673	0.002297035
1460	0.024318047	0.002226909
1480	0.024269467	0.002156013
1500	0.024212013	0.002084323
1520	0.02414574	0.002012048
1540	0.024070747	0.001939269
