0	0	0
100	0.000479038	0
200	0.00159747	0
300	0.003356819	0
400	0.005759417	0
500	0.008808422	0
600	0.012507815	0
700	0.016862388	0
800	0.021877955	0
900	0.027560956	0
1000	0.033918619	0
1100	0.040959683	0
1200	0.048693151	0
1300	0.057129098	0
1400	0.066279089	0
1500	0.076154755	0
1600	0.086769565	0
1700	0.09813767	0
1800	0.110274971	0
1900	0.12319726	0
2000	0.136922082	0
2100	0.151469412	0
2200	0.166858132	0
2300	0.18311102	0
2400	0.200250155	0.088225733
2500	0.218300856	0.039719693
2600	0.237288138	0.081492827
2700	0.257239927	0.059334111
2800	0.278185551	0.100096038
2900	0.30015574	0.061128326
3000	0.323184598	0.0952111
3100	0.347305856	0.077131879
3200	0.372556748	0.077350461
3300	0.398976176	0.10193738
3400	0.426606193	0.076333825
3500	0.455491459	0.101013796
3600	0.485676987	0.16542715
3700	0.51721359	0.168512523
3800	0.550152611	0.114779137
3900	0.584549968	0.085554788
4000	0.620464734	0.183909942
4100	0.657958348	0.261655178
4200	0.697097373	0.210363452
4300	0.737951943	0.24336437
4400	0.780595872	0.452572257
4500	0.825108734	0.188025791
4600	0.871574178	0.2278691
4700	0.920082094	0.292484118
4800	0.97072579	0.916096593
4900	1.023607356	0.336755682
5000	1.078832739	0.86264211
5100	1.136521792	0.494833028
5200	1.196779651	0.551929699
5300	0.191214498	0.069028979
5400	1.006129356	0.296676188
5500	3.137720036	2.638551893
5600	2.093532772	1.31878538
5700	1.856371818	1.115317783
5800	5.602547478	5.223931874
5900	4.447411722	2.592756438
6000	6.002799567	7.823256202
6100	5.449142177	3.103626921
6200	7.279664381	4.542642
6300	7.625283208	3.100270245
6400	10.76776637	2.793275682
6500	14.01346132	5.627719557
6600	14.35476743	3.737915942
6700	19.14533323	4.998465088
6800	20.94606206	5.478666435
6900	21.177975	5.533400403
7000	25.76305001	6.753099327
7100	28.7952184	7.547811248
7200	30.09066414	7.900057555
7300	36.0562844	9.498046584
7400	42.51485187	11.22253857
7500	38.33574982	10.10139968
