0	0
100	0
200	0
300	0
400	0
500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	3.19114169
1600	5.543674423
1700	8.012097133
1800	9.965841239
1900	9.83747041
2000	10.06522649
2100	10.41162589
2200	12.19448996
2300	13.3016674
2400	13.30922759
2500	14.33583498
2600	13.73219506
2700	13.15839108
2800	12.48268365
2900	11.71783536
3000	11.62241745
3100	10.6182804
3200	10.57249828
3300	10.00411723
3400	9.672998328
3500	8.922099594
3600	8.254479497
3700	7.786715927
3800	7.285035857
3900	6.959909063
4000	6.55477823
4100	5.580903251
4200	5.215849926
4300	5.011342606
4400	4.471509727
4500	4.298940779
4600	4.090088286
4700	3.949804634
4800	3.251458802
4900	2.692917841
5000	2.726642677
5100	2.148551441
5200	2.033263114
5300	1.850596566
5400	1.96012644
5500	1.864638822
5600	1.421289409
5700	1.484652172
5800	1.463430635
5900	1.22671704
6000	1.051614174
6100	1.060481036
6200	0.883365066
6300	0.942917355
6400	1.035935155
6500	1.111898312
6600	0.911565128
6700	1.085550991
6800	1.000558088
6900	0.8228316
7000	0.934149525
7100	0.937772402
7200	0.840257997
7300	0.990386826
7400	1.150152042
7500	0.78273845
7600	0.833052042
7700	0.786580037
7800	0.533973799
7900	0.555478119
8000	0.78219227
