0	0
100	3.13801E-19
200	5.23141E-19
300	7.32621E-19
400	9.42297E-19
500	1.1522E-18
600	1.36234E-18
700	1.57272E-18
800	1.7833E-18
900	1.99399E-18
1000	2.20465E-18
1100	2.4151E-18
1200	2.62506E-18
1300	2.83418E-18
1400	3.04201E-18
1500	3.24803E-18
1600	3.45161E-18
1700	3.65207E-18
1800	3.84867E-18
1900	4.04066E-18
2000	4.22734E-18
2100	3.24905E-18
2200	3.36604E-18
2300	3.476E-18
2400	3.57902E-18
2500	3.67562E-18
2600	3.76674E-18
2700	3.85382E-18
2800	3.9388E-18
2900	4.02406E-18
3000	4.11233E-18
3100	4.20673E-18
3200	4.31036E-18
3300	4.42643E-18
3400	4.5579E-18
3500	4.70729E-18
3600	4.87668E-18
3700	5.06746E-18
3800	5.28023E-18
3900	5.51482E-18
4000	5.77033E-18
4100	6.04511E-18
4200	6.33693E-18
4300	6.64319E-18
4400	6.96089E-18
4500	7.28708E-18
4600	7.61874E-18
4700	7.95317E-18
4800	8.28778E-18
4900	1.15409E-17
5000	8.94972E-18
5100	9.27384E-18
5200	1.12822E-17
5300	1.43663E-17
5400	1.36073E-17
5500	1.48236E-17
5600	1.45255E-17
5700	1.49619E-17
5800	1.14855E-17
5900	1.61271E-17
6000	1.28791E-17
6100	1.38166E-17
6200	1.44203E-17
6300	1.73753E-17
6400	1.6616E-17
6500	1.98364E-17
6600	1.89114E-17
6700	2.1623E-17
6800	1.74168E-17
6900	2.05269E-17
7000	1.59678E-17
7100	2.10616E-17
7200	2.40521E-17
7300	2.12969E-17
7400	2.29635E-17
7500	2.47434E-17
7600	3.21287E-17
7700	3.19499E-17
7800	2.31583E-17
7900	2.12381E-17
8000	2.40204E-17
8100	1.80014E-17
8200	2.12011E-17
8300	2.98889E-17
8400	2.43194E-17
8500	1.97667E-17
8600	2.58627E-17
8700	2.88592E-17
8800	3.39266E-17
8900	3.38458E-17
9000	3.0325E-17
9100	3.65964E-17
9200	3.59146E-17
9300	3.28146E-17
9400	4.0813E-17
9500	3.46056E-17
9600	3.18636E-17
9700	3.21502E-17
9800	4.4807E-17
9900	4.48315E-17
10000	5.11067E-17
10100	6.08447E-17
10200	5.27223E-17
