0	 3.5	1	0	0	1
100	 -0.5	0.0186276	0	0	1
100	 0.5	0.0898929	0	0	1
100	 -1.5	0.0292795	0	0	1
100	 1.5	0.141297	4.00725e-14	4.00725e-14	1
100	 -2.5	0.0293953	3.64004e-14	3.64004e-14	1
100	 2.5	0.141855	1.64177e-12	1.64177e-12	1
100	 -3.5	0.0223398	4.78966e-14	4.78966e-14	1
100	 3.5	0.107807	2.16028e-12	2.16028e-12	1
100	 -4.5	0.0135545	7.89404e-14	7.89404e-14	1
100	 4.5	0.0654113	3.56046e-12	3.56046e-12	1
100	 -5.5	0.00672328	0	0	1
100	 5.5	0.0324452	1.74513e-13	1.74513e-13	1
100	 -6.5	0.00276091	0	0	1
100	 6.5	0.0133236	0	0	1
100	 -7.5	0.000945714	0	0	1
100	 7.5	0.00456382	0	0	1
100	 -8.5	0.000271521	0	0	1
100	 8.5	0.00131031	0	0	1
200	 -0.5	0.0233414	4.91213e-13	0	1
200	 0.5	0.0894962	6.0548e-13	0	1
200	 -1.5	0.0385661	4.80446e-13	0	1
200	 1.5	0.147871	1.20517e-12	6.12944e-13	1
200	 -2.5	0.0420766	8.01119e-13	3.3843e-13	1
200	 2.5	0.161331	2.36898e-11	2.31194e-11	1
200	 -3.5	0.0359268	8.34658e-13	3.96362e-13	1
200	 3.5	0.137751	2.76173e-11	2.70769e-11	1
200	 -4.5	0.0253196	9.70296e-13	5.6241e-13	1
200	 4.5	0.0970809	3.89232e-11	3.84203e-11	1
200	 -5.5	0.0150818	3.72394e-13	0	1
200	 5.5	0.057827	2.02657e-12	1.56737e-12	1
200	 -6.5	0.0076895	3.33078e-13	0	1
200	 6.5	0.0294832	4.1078e-13	0	1
200	 -7.5	0.00338113	2.91351e-13	0	1
200	 7.5	0.012964	3.5938e-13	0	1
200	 -8.5	0.00128841	2.3704e-13	0	1
200	 8.5	0.00494005	2.92465e-13	0	1
300	 -0.5	0.0326819	6.05024e-12	0	1
300	 0.5	0.101302	9.11585e-12	0	1
300	 -1.5	0.0552816	5.7978e-12	0	1
300	 1.5	0.171353	1.14106e-11	2.6799e-12	1
300	 -2.5	0.0627208	6.46979e-12	1.07189e-12	1
300	 2.5	0.194412	1.05402e-10	9.72813e-11	1
300	 -3.5	0.0565696	6.0685e-12	1.18845e-12	1
300	 3.5	0.175345	1.1519e-10	1.07859e-10	1
300	 -4.5	0.0427777	5.85358e-12	1.57161e-12	1
300	 4.5	0.132595	1.49053e-10	1.42634e-10	1
300	 -5.5	0.0277723	3.64554e-12	0	1
300	 5.5	0.0860842	1.07832e-11	5.33442e-12	1
300	 -6.5	0.0156768	3.01214e-12	0	1
300	 6.5	0.0485925	4.484e-12	0	1
300	 -7.5	0.00775233	2.41672e-12	0	1
300	 7.5	0.0240294	3.57808e-12	0	1
300	 -8.5	0.00337477	1.78508e-12	0	1
300	 8.5	0.0104606	2.62666e-12	0	1
400	 -0.5	0.0467764	2.53005e-11	0	1
400	 0.5	0.119535	4.48099e-11	0	1
400	 -1.5	0.0802948	2.40367e-11	0	1
400	 1.5	0.20519	4.95828e-11	7.08094e-12	1
400	 -2.5	0.0933604	2.42708e-11	2.20051e-12	1
400	 2.5	0.238578	2.90014e-10	2.511e-10	1
400	 -3.5	0.0871439	2.19475e-11	2.35748e-12	1
400	 3.5	0.222692	3.03407e-10	2.69012e-10	1
400	 -4.5	0.0688705	1.98037e-11	2.98299e-12	1
400	 4.5	0.175995	3.69748e-10	3.40389e-10	1
400	 -5.5	0.04719	1.39899e-11	0	1
400	 5.5	0.120592	3.62742e-11	1.20484e-11	1
400	 -6.5	0.0283908	1.1297e-11	0	1
400	 6.5	0.0725514	1.93617e-11	0	1
400	 -7.5	0.0151111	8.88375e-12	0	1
400	 7.5	0.0386157	1.5027e-11	0	1
400	 -8.5	0.00715016	6.40121e-12	0	1
400	 8.5	0.0182719	1.06794e-11	0	1
500	 -0.5	0.0667179	6.73492e-11	0	1
500	 0.5	0.143597	1.36247e-10	0	1
500	 -1.5	0.115728	6.37373e-11	0	1
500	 1.5	0.249082	1.42829e-10	1.42614e-11	1
500	 -2.5	0.136922	6.17612e-11	3.58781e-12	1
500	 2.5	0.294698	6.14484e-10	4.97723e-10	1
500	 -3.5	0.130958	5.50072e-11	3.75121e-12	1
500	 3.5	0.281861	6.22515e-10	5.20391e-10	1
500	 -4.5	0.106791	4.82702e-11	4.6001e-12	1
500	 4.5	0.229847	7.24294e-10	6.38154e-10	1
500	 -5.5	0.07603	3.60738e-11	0	1
500	 5.5	0.16364	9.19351e-11	2.17077e-11	1
500	 -6.5	0.04786	2.90021e-11	0	1
500	 6.5	0.103009	5.55312e-11	0	1
500	 -7.5	0.0268395	2.27933e-11	0	1
500	 7.5	0.0577669	4.27682e-11	0	1
500	 -8.5	0.0134743	1.6328e-11	0	1
500	 8.5	0.0290008	3.00289e-11	0	1
600	 -0.5	0.0939455	1.4035e-10	0	1
600	 0.5	0.174142	3.15703e-10	0	1
600	 -1.5	0.16426	1.3263e-10	0	1
600	 1.5	0.304481	3.21313e-10	2.42339e-11	1
600	 -2.5	0.196941	1.25907e-10	5.10001e-12	1
600	 2.5	0.365059	1.10474e-09	8.36092e-10	1
600	 -3.5	0.191898	1.11464e-10	5.23404e-12	1
600	 3.5	0.355711	1.09181e-09	8.58065e-10	1
600	 -4.5	0.160272	9.66706e-11	6.26684e-12	1
600	 4.5	0.297088	1.2235e-09	1.02738e-09	1
600	 -5.5	0.11749	7.47243e-11	0	1
600	 5.5	0.217784	1.93056e-10	3.38811e-11	1
600	 -6.5	0.0765573	6.02746e-11	0	1
600	 6.5	0.14191	1.25549e-10	0	1
600	 -7.5	0.0446784	4.76818e-11	0	1
600	 7.5	0.0828182	9.67272e-11	0	1
600	 -8.5	0.0234664	3.41744e-11	0	1
600	 8.5	0.0434986	6.76154e-11	0	1
700	 -0.5	0.13018	2.51706e-10	0	1
700	 0.5	0.212506	6.13553e-10	0	1
700	 -1.5	0.22907	2.37842e-10	0	1
700	 1.5	0.373934	6.13166e-10	3.66328e-11	1
700	 -2.5	0.277577	2.23322e-10	6.63567e-12	1
700	 2.5	0.453116	1.77342e-09	1.25315e-09	1
700	 -3.5	0.27452	1.97435e-10	6.70956e-12	1
700	 3.5	0.448126	1.7188e-09	1.2671e-09	1
700	 -4.5	0.233703	1.70569e-10	7.88141e-12	1
700	 4.5	0.381497	1.86673e-09	1.4884e-09	1
700	 -5.5	0.175369	1.3505e-10	0	1
700	 5.5	0.286272	3.54774e-10	4.78504e-11	1
700	 -6.5	0.117472	1.09672e-10	0	1
700	 6.5	0.191761	2.42459e-10	0	1
700	 -7.5	0.0707755	8.7564e-11	0	1
700	 7.5	0.115534	1.87543e-10	0	1
700	 -8.5	0.0385405	6.2935e-11	0	1
700	 8.5	0.0629134	1.30961e-10	0	1
800	 -0.5	0.177464	4.08599e-10	0	1
800	 0.5	0.260605	1.05366e-09	0	1
800	 -1.5	0.313921	3.86388e-10	0	1
800	 1.5	0.460991	1.04032e-09	5.08127e-11	1
800	 -2.5	0.383748	3.60701e-10	8.13868e-12	1
800	 2.5	0.563531	2.61958e-09	1.72723e-09	1
800	 -3.5	0.384213	3.19281e-10	8.12883e-12	1
800	 3.5	0.564214	2.49957e-09	1.72514e-09	1
800	 -4.5	0.332293	2.75934e-10	9.39894e-12	1
800	 4.5	0.48797	2.64361e-09	1.99468e-09	1
800	 -5.5	0.25421	2.22616e-10	0	1
800	 5.5	0.373306	5.90169e-10	6.27479e-11	1
800	 -6.5	0.174214	1.82276e-10	0	1
800	 6.5	0.255831	4.18187e-10	0	1
800	 -7.5	0.107762	1.47007e-10	0	1
800	 7.5	0.158248	3.25321e-10	0	1
800	 -8.5	0.0604586	1.06032e-10	0	1
800	 8.5	0.0887831	2.27305e-10	0	1
900	 -0.5	0.238247	6.18314e-10	0	1
900	 0.5	0.320935	1.65052e-09	0	1
900	 -1.5	0.423325	5.85456e-10	0	1
900	 1.5	0.570247	1.616e-09	6.59756e-11	1
900	 -2.5	0.521345	5.45004e-10	9.55044e-12	1
900	 2.5	0.702287	3.63035e-09	2.2322e-09	1
900	 -3.5	0.527433	4.83733e-10	9.44019e-12	1
900	 3.5	0.710488	3.42081e-09	2.20643e-09	1
900	 -4.5	0.4623	4.19183e-10	1.07702e-11	1
900	 4.5	0.62275	3.5367e-09	2.51729e-09	1
900	 -5.5	0.359496	3.43507e-10	0	1
900	 5.5	0.484266	9.08875e-10	7.76895e-11	1
900	 -6.5	0.251173	2.83724e-10	0	1
900	 6.5	0.338346	6.62268e-10	0	1
900	 -7.5	0.158868	2.3114e-10	0	1
900	 7.5	0.214006	5.18574e-10	0	1
900	 -8.5	0.0914112	1.67315e-10	0	1
900	 8.5	0.123137	3.6285e-10	0	1
1000	 -0.5	0.3155	8.88274e-10	0	1
1000	 0.5	0.39662	2.4086e-09	0	1
1000	 -1.5	0.56275	8.42415e-10	0	1
1000	 1.5	0.707441	2.34414e-09	8.13011e-11	1
1000	 -2.5	0.69751	7.83474e-10	1.08386e-11	1
1000	 2.5	0.87685	4.78449e-09	2.74161e-09	1
1000	 -3.5	0.712016	6.97876e-10	1.06177e-11	1
1000	 3.5	0.895085	4.46297e-09	2.68576e-09	1
