0	0
100	3.53047E-19
200	5.88568E-19
300	8.24252E-19
400	1.06017E-18
500	1.29636E-18
600	1.53284E-18
700	1.76963E-18
800	2.00669E-18
900	2.24395E-18
1000	2.48129E-18
1100	2.71851E-18
1200	2.95537E-18
1300	3.19151E-18
1400	3.42651E-18
1500	3.65984E-18
1600	3.8909E-18
1700	4.11902E-18
1800	4.34345E-18
1900	4.56348E-18
2000	4.7784E-18
2100	4.98763E-18
2200	5.19072E-18
2300	5.38751E-18
2400	5.57815E-18
2500	5.76318E-18
2600	5.94359E-18
2700	6.12086E-18
2800	6.29696E-18
2900	6.47433E-18
3000	6.65573E-18
3100	4.20673E-18
3200	4.31036E-18
3300	4.42643E-18
3400	4.5579E-18
3500	4.70729E-18
3600	7.72541E-18
3700	5.06746E-18
3800	5.28023E-18
3900	1.42099E-17
4000	6.33393E-18
4100	6.04511E-18
4200	1.04171E-17
4300	6.89933E-18
4400	6.96089E-18
4500	8.11269E-18
4600	1.97209E-17
4700	9.20654E-18
4800	1.37787E-17
4900	1.5738E-17
5000	1.48587E-17
5100	1.32466E-17
5200	1.53859E-17
5300	1.59889E-17
5400	2.20548E-17
5500	1.97869E-17
5600	1.819E-17
5700	1.76094E-17
5800	1.60486E-17
5900	1.82301E-17
6000	1.54218E-17
6100	1.72981E-17
6200	1.64176E-17
6300	1.97898E-17
6400	1.68953E-17
6500	1.93343E-17
6600	1.58588E-17
6700	1.47085E-17
6800	1.50385E-17
6900	1.57474E-17
