0	0
100	0
200	0
300	0
400	0
500	1557156.226
600	-35152.85809
700	-524.0737372
800	-787.4513972
900	5165.752877
1000	2342.18726
1100	-319.8083681
1200	485.8233302
1300	408.7202137
1400	496.1814984
1500	407.4471462
1600	354.0064029
1700	312.1234866
1800	304.2675643
1900	294.7261736
2000	294.3084036
2100	302.646141
2200	336.8292248
2300	295.3528128
2400	285.5964023
2500	297.1803255
2600	285.2755164
2700	262.0421826
2800	269.5242666
2900	255.2124337
3000	252.1654493
3100	228.4255303
3200	215.8311039
3300	209.712183
3400	194.5683463
3500	194.1933984
3600	175.7896216
3700	173.4836399
3800	159.9763651
3900	161.7576862
4000	152.1904106
4100	150.9067263
4200	140.4284926
4300	136.2480277
4400	131.690471
4500	128.3485123
4600	124.7358839
4700	118.9851263
4800	116.2715994
4900	111.6349822
5000	105.4554601
5100	103.3200016
5200	94.73940652
5300	97.07243728
5400	93.00700616
5500	90.32223648
5600	89.83285476
5700	84.23466018
5800	89.584486
5900	86.86672186
6000	82.19450923
6100	81.61344724
6200	73.26886218
6300	75.88104465
6400	69.38736594
6500	65.59640661
6600	66.38669166
6700	59.59258814
6800	60.08042308
6900	58.56356062
7000	53.42951431
7100	47.90682505
7200	47.0814237
7300	45.38584821
7400	38.65799319
7500	32.0795599
7600	37.82306618
7700	31.41614057
7800	33.21430641
7900	25.61110208
8000	24.1369541
8100	30.75185388
8200	27.0418701
8300	26.47248008
8400	28.43937918
8500	18.89856852
8600	19.98954697
8700	28.27261321
8800	23.65189058
8900	19.55569516
9000	19.93600935
9100	25.869198
9200	14.749555
9300	20.50023204
9400	16.93369688
9500	18.31120692
9600	21.60673221
9700	15.84746721
9800	21.05092451
9900	15.2171808
10000	21.62844343
10100	14.69862601
10200	17.67346736
10300	13.22771713
10400	15.10000179
10500	13.50113631
