0	0
100	1.05477E-08
200	8.40508E-09
300	8.14519E-09
400	8.17412E-09
500	15421.34155
600	186.9308832
700	8.507394649
800	170.1060884
900	2.08668988
1000	58.39915408
1100	49.31979492
1200	22.7515882
1300	13.91192084
1400	8.721500213
1500	1.560332653
1600	1.598289189
1700	2.076935944
1800	2.720091555
1900	4.314371303
2000	1.241296243
2100	1.554188108
2200	2.820033574
2300	2.599665795
2400	3.112783527
2500	3.586165373
2600	4.723832031
2700	2.775023953
2800	3.609837973
2900	2.612993794
3000	3.058216053
3100	2.334404324
3200	3.137123231
3300	2.501666255
3400	2.480846191
3500	2.10571368
3600	2.162821915
3700	1.833306717
3800	1.753524298
3900	1.887959974
4000	1.909415561
4100	1.811389505
4200	1.94263791
4300	2.127945368
4400	1.726145552
4500	1.802527897
4600	2.653111707
4700	2.522370251
4800	2.006790494
4900	2.748755972
5000	1.856709216
5100	1.808882291
5200	2.079646126
5300	2.176163271
5400	1.807793953
5500	2.18347685
5600	2.399235567
5700	2.005327637
5800	2.054321963
5900	1.737495602
6000	1.838286853
6100	2.095637584
6200	2.9878946
6300	1.961683787
6400	2.156726878
6500	2.273500139
6600	1.696543765
6700	2.02487026
6800	2.674440931
6900	2.623710588
7000	2.648044726
7100	2.147533075
7200	3.177396754
7300	2.613792507
7400	1.944482669
7500	2.739479709
7600	2.98282581
7700	2.721738677
7800	2.558216992
7900	2.743518695
8000	3.104581288
8100	2.771584159
8200	2.84858592
8300	2.557483907
8400	2.519013722
8500	2.384437915
8600	2.213185129
8700	1.752388025
8800	2.082850107
8900	2.225095979
9000	2.588258409
9100	2.590467041
9200	2.179262768
9300	2.208196845
9400	2.307330734
9500	1.805245974
9600	1.947035067
9700	1.752075613
9800	1.529366441
9900	1.25083953
10000	1.030522431
10100	0.240411824
10200	0.198503102
10300	0.09236867
10400	0.078369838
10500	0.02917331
10600	0.029141726
